scenarioId,fixtureVersion,weightStage,profile,salientTargetMul,terminalPositionMul,difficultyPenaltyMul,difficultyTerminalOnly,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,initialEnemyCount,finalAliveEnemyCount,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,terminalPositionQuality,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid,auditRank,auditRecommended,auditDiffersFromBeamWinner,auditReason
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,1,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,100.395,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,1,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,100.395,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,1,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,100.395,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,2,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,78.725,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,2,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,78.725,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,2,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,78.725,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,3,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,83.254,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,3,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,83.254,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,3,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,83.254,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,4,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,103.683,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,4,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,103.683,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,4,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,103.683,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,5,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,100.641,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,5,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,100.641,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,5,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,100.641,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,6,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,95.370,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,6,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,95.370,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,6,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,95.370,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,7,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,91.459,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,7,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,91.459,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,7,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,91.459,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,8,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,89.036,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,8,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,89.036,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,8,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,89.036,B9DF8EDE38779BF7,True,3,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,9,1,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,88.118,E8E011ECC50A0CF2,True,1,True,False,"Beam 1위와 안정형 관측 추천 일치"
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,9,2,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveLeft",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,88.118,5597A6E0CF88272D,True,2,False,False,""
S1,S-v1-complex,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,BACDECFC47DAA410,9,3,"Lunge(5)>Attack>DashRight>Lunge(0)>Attack>MoveLeft>Attack>Retreat>Attack>MoveForward>MoveForward>MoveRight",5,29.000,6,11,6,0,-1.000,0,0.000,True,41.000,6.654,0,180,20000010.000,184.000,0.000,20000200.000,88.118,B9DF8EDE38779BF7,True,3,False,False,""
